death-data,https://www.theguardian.com/commentisfree/2020/apr/02/government-publish-data-coronavirus-deaths
untrustworthy-comms,https://twitter.com/bbcpolitics/status/1259409480347004928
random-coffees,https://www.forbes.com/sites/ryanholmes/2017/12/11/how-2000-random-coffees-changed-my-companys-culture/
brew,http://innovateblue.umich.edu/research/innovate-brew/
fika,https://www.collaborationsuperpowers.com/194-how-to-host-a-virtual-coffee-fika/
week-notes,https://public.digital/2019/08/02/no-prizes-for-week-notes/
p2,https://wordpress.com/p2/
show-the-thing,https://gdsengagement.blog.gov.uk/2016/11/04/what-we-mean-when-we-say-show-the-thing/
pizzas,"https://www.theguardian.com/technology/2018/apr/24/the-two-pizza-rule-and-the-secret-of-amazons-success#:~:text=In%20the%20early%20days,down%20on%20the%20catering%20bill."
phoenix-masterclass,https://teams.standardlife.com/teams/00040/Pages/TeamsHomePage.aspx?RootFolder=%2Fteams%2F00040%2FShared%20Documents%2FPublic%20Digital%20Masterclasses%20%2D%20Presentations&FolderCTID=0x0120008AFE46DBD2ED0D4BAE8C2AFE33AF4646&View=%7B90DF448F%2D6B26%2D4EF4%2DA860%2DA7B6BDC23A88%7D
phoenix-feedback,https://forms.gle/1WfHysZDKySm6sBy8
signals,https://public.digital/signals
responsible-product-development,https://www.tech-transformed.com/product-development/
responsible-tech-advocates,https://doteveryone.org.uk/2019/03/who-are-the-responsible-tech-advocates/
tech-advocates-learnings,https://doteveryone.org.uk/2019/03/6-things-weve-learned-about-responsible-tech-advocates/
consequence-scanning-manual,https://www.tech-transformed.com/download/112/
scale-dpg,https://digitalimpactalliance.org/5-things-digital-public-good-software-projects-need-to-scale/
roads-bridges,https://www.fordfoundation.org/media/2976/roads-and-bridges-the-unseen-labor-behind-our-digital-infrastructure.pdf
custodian-model,https://apperta.org/assets/Apperta_Custodian_Model.pdf
ict-energy-efficiency,https://www.itu.int/en/action/environment-and-climate-change/Pages/energy_efficiency-BAK.aspx
minerals-climate-action,http://pubdocs.worldbank.org/en/961711588875536384/Minerals-for-Climate-Action-The-Mineral-Intensity-of-the-Clean-Energy-Transition.pdf
global-ewaste,https://www.itu.int/en/ITU-D/Environment/Documents/Toolbox/GEM_2020_def.pdf
ewaste-problem,https://www.weforum.org/agenda/2019/01/we-generate-125-000-jumbo-jets-worth-of-e-waste-every-year-here-s-how-we-can-tackle-this-toxic-deluge/
waste-recycled,https://www.itu.int/en/ITU-D/Environment/Documents/Toolbox/GEM_2020_def.pdf
stock-market,https://www.cnbc.com/2020/11/12/global-stock-market-value-rises-to-a-record-95-trillion-this-week-on-vaccine-hope.html
sustainable-investment,https://www.cnbc.com/2020/08/11/coronavirus-esg-and-sustainable-funds-surpass-1-trillion-for-the-first-time.html
un-roadmap-digital-cooperation,https://www.un.org/en/content/digital-cooperation-roadmap/assets/pdf/Roadmap_for_Digital_Cooperation_EN.pdf
codes,https://sustainabilitydigitalage.org/2021/03/31/coalition-for-digital-environmental-sustainability-codes-launched-today/
digital-buyers,"https://www.statista.com/statistics/251666/number-of-digital-buyers-worldwide/#:~:text=This%20timeline%20displays%20a%20forecast,global%20digital%20buyers%20in%202016 "
elusive-green-consumer,https://hbr.org/2019/07/the-elusive-green-consumer
international-public-procurement,https://ec.europa.eu/growth/single-market/public-procurement/international-public-procurement_en
abcd-framework,https://www.oecd.org/gov/regulatory-policy/BASIC-Toolkit-web.pdf
decree,http://www.cni.tn/index.php/en/repository/Legal-texts/decree-Government--n-%C2%B02020-777-of-5-October--2020//
sierra-leone-digital-strategy,https://www.dsti.gov.sl/wp-content/uploads/2019/11/Sierra-Leone-National-Innovation-and-Digital-Strategy.pdf
sierra-leone-internet-use,https://www.oecd.org/sti/broadband/enhancing-access-digital-transformation.pdf
sierra-leone-covid-prep,https://news.mit.edu/2020/informing-covid-19-preparedness-sierra-leone-0513
sierra-leone-covid-impact,https://www.who.int/news/item/13-10-2020-impact-of-covid-19-on-people's-livelihoods-their-health-and-our-food-systems
mobile-connectivity,https://www.mobileconnectivityindex.com/#year=2019&zoneIsocode=SLE
radical-inclusion-policy,https://planipolis.iiep.unesco.org/en/2021/national-policy-radical-inclusion-schools-7147
india-health,https://abdm.gov.in/assets/uploads/consultation_papersDocs/NDHM_Public_Webinar_Unified_Health_Inteface.pdf
ondc,https://www.hindustantimes.com/business/ondc-all-you-need-to-know-about-govt-initiative-challenging-amazon-flipkart-101628923518020.html
e-mongolia,https://e-mongolia.mn
mobile-economy,https://www.gsma.com/mobileeconomy/sub-saharan-africa/
doteveryone-advocates,https://doteveryone.org.uk/2019/03/who-are-the-responsible-tech-advocates/
tech-barrier,https://doteveryone.org.uk/2019/03/6-things-weve-learned-about-responsible-tech-advocates/
consequence-scanning,https://www.tech-transformed.com/
cyber-capacity,https://thegfce.org/wp-content/uploads/2021/11/Integrating-Cybersecurity-into-Digital-Development_compressed.pdf
ncs-guide,https://ncsguide.org/the-guide/#principles-preview
healthcare-cybersecurity,https://www.weforum.org/agenda/2021/11/healthcare-cybersecurity/
air-india,https://www.bbc.com/news/world-asia-india-57210118
florida-water,https://www.washingtonpost.com/nation/2021/02/09/oldsmar-water-supply-hack-florida/
cybersecurity-primer,https://www.usaid.gov/sites/default/files/documents/10-26-21_EXTERNAL_CyberPrimer-CLEARED-accessible.pdf
ontario-service-standard,https://www.ontario.ca/page/digital-service-standard
sim3-model,https://opencsirt.org/csirt-maturity/sim3-and-references/
enisa-guide,https://www.enisa.europa.eu/publications/raising-awareness-of-cybersecurity
fixing-digital-funding,https://public.digital/2021/09/01/fixing-digital-funding-in-government
digital-public-finance-hub,https://odi.org/en/about/our-work/digital-public-finance-hub/
